sentence,condition,CW- or CWC-congruent
"If cats had eaten vegetables, families would have fed them with burgers.",CW,N
"If cats had eaten vegetables, families might have fed them with burgers.",CW,N
"If cats had eaten vegetables, their mothers would have fed them with meat.",CW,N
"If cats had eaten vegetables, their mothers might have fed them with meat.",CW,N
"If cats had eaten vegetables, their mothers would have fed them with chicken.",CW,N
"If cats had eaten vegetables, their mothers might have fed them with chicken.",CW,N
"If cats had eaten vegetables, their mothers would have fed them with beef.",CW,N
"If cats had eaten vegetables, their mothers might have fed them with beef.",CW,N
"If cats had eaten vegetables, their mothers would have fed them with fish.",CW,N
"If cats had eaten vegetables, their mothers might have fed them with fish.",CW,N
"If cats had eaten vegetables, their mothers would have fed them with burgers.",CW,N
"If cats had eaten vegetables, their mothers might have fed them with burgers.",CW,N
"If cats had eaten vegetables, breeders would have fed them with meat.",CW,N
"If cats had eaten vegetables, breeders might have fed them with meat.",CW,N
"If cats had eaten vegetables, breeders would have fed them with chicken.",CW,N
"If cats had eaten vegetables, breeders might have fed them with chicken.",CW,N
"If cats had eaten vegetables, breeders would have fed them with beef.",CW,N
"If cats had eaten vegetables, breeders might have fed them with beef.",CW,N
"If cats had eaten vegetables, breeders would have fed them with fish.",CW,N
"If cats had eaten vegetables, breeders might have fed them with fish.",CW,N
"If cats had eaten vegetables, breeders would have fed them with burgers.",CW,N
"If cats had eaten vegetables, breeders might have fed them with burgers.",CW,N
"If cats had liked vegetables, people would have fed them with meat.",CW,N
"If cats had liked vegetables, people might have fed them with meat.",CW,N
"If cats had liked vegetables, people would have fed them with chicken.",CW,N
"If cats had liked vegetables, people might have fed them with chicken.",CW,N
"If cats had liked vegetables, people would have fed them with beef.",CW,N
"If cats had liked vegetables, people might have fed them with beef.",CW,N
"If cats had liked vegetables, people would have fed them with fish.",CW,N
"If cats had liked vegetables, people might have fed them with fish.",CW,N
"If cats had liked vegetables, people would have fed them with burgers.",CW,N
"If cats had liked vegetables, people might have fed them with burgers.",CW,N
"If cats had liked vegetables, zoo keepers would have fed them with meat.",CW,N
"If cats had liked vegetables, zoo keepers might have fed them with meat.",CW,N
"If cats had liked vegetables, zoo keepers would have fed them with chicken.",CW,N
"If cats had liked vegetables, zoo keepers might have fed them with chicken.",CW,N
"If cats had liked vegetables, zoo keepers would have fed them with beef.",CW,N
"If cats had liked vegetables, zoo keepers might have fed them with beef.",CW,N
"If cats had liked vegetables, zoo keepers would have fed them with fish.",CW,N
"If cats had liked vegetables, zoo keepers might have fed them with fish.",CW,N
"If cats had liked vegetables, zoo keepers would have fed them with burgers.",CW,N
"If cats had liked vegetables, zoo keepers might have fed them with burgers.",CW,N
"If cats had liked vegetables, families would have fed them with meat.",CW,N
"If cats had liked vegetables, families might have fed them with meat.",CW,N
"If cats had liked vegetables, families would have fed them with chicken.",CW,N
"If cats had liked vegetables, families might have fed them with chicken.",CW,N
"If cats had liked vegetables, families would have fed them with beef.",CW,N
"If cats had liked vegetables, families might have fed them with beef.",CW,N
"If cats had liked vegetables, families would have fed them with fish.",CW,N
"If cats had liked vegetables, families might have fed them with fish.",CW,N
"If cats had liked vegetables, families would have fed them with burgers.",CW,N
"If cats had liked vegetables, families might have fed them with burgers.",CW,N
"If cats had liked vegetables, their mothers would have fed them with meat.",CW,N
"If cats had liked vegetables, their mothers might have fed them with meat.",CW,N
"If cats had liked vegetables, their mothers would have fed them with chicken.",CW,N
"If cats had liked vegetables, their mothers might have fed them with chicken.",CW,N
"If cats had liked vegetables, their mothers would have fed them with beef.",CW,N
"If cats had liked vegetables, their mothers might have fed them with beef.",CW,N
"If cats had liked vegetables, their mothers would have fed them with fish.",CW,N
"If cats had liked vegetables, their mothers might have fed them with fish.",CW,N
"If cats had liked vegetables, their mothers would have fed them with burgers.",CW,N
"If cats had liked vegetables, their mothers might have fed them with burgers.",CW,N
"If cats had liked vegetables, breeders would have fed them with meat.",CW,N
"If cats had liked vegetables, breeders might have fed them with meat.",CW,N
"If cats had liked vegetables, breeders would have fed them with chicken.",CW,N
"If cats had liked vegetables, breeders might have fed them with chicken.",CW,N
"If cats had liked vegetables, breeders would have fed them with beef.",CW,N
"If cats had liked vegetables, breeders might have fed them with beef.",CW,N
"If cats had liked vegetables, breeders would have fed them with fish.",CW,N
"If cats had liked vegetables, breeders might have fed them with fish.",CW,N
"If cats had liked vegetables, breeders would have fed them with burgers.",CW,N
"If cats had liked vegetables, breeders might have fed them with burgers.",CW,N
"If cats had been interested in vegetables, people would have fed them with meat.",CW,N
"If cats had been interested in vegetables, people might have fed them with meat.",CW,N
"If cats had been interested in vegetables, people would have fed them with chicken.",CW,N
"If cats had been interested in vegetables, people might have fed them with chicken.",CW,N
"If cats had been interested in vegetables, people would have fed them with beef.",CW,N
"If cats had been interested in vegetables, people might have fed them with beef.",CW,N
"If cats had been interested in vegetables, people would have fed them with fish.",CW,N
"If cats had been interested in vegetables, people might have fed them with fish.",CW,N
"If cats had been interested in vegetables, people would have fed them with burgers.",CW,N
"If cats had been interested in vegetables, people might have fed them with burgers.",CW,N
"If cats had been interested in vegetables, zoo keepers would have fed them with meat.",CW,N
"If cats had been interested in vegetables, zoo keepers might have fed them with meat.",CW,N
"If cats had been interested in vegetables, zoo keepers would have fed them with chicken.",CW,N
"If cats had been interested in vegetables, zoo keepers might have fed them with chicken.",CW,N
"If cats had been interested in vegetables, zoo keepers would have fed them with beef.",CW,N
"If cats had been interested in vegetables, zoo keepers might have fed them with beef.",CW,N
"If cats had been interested in vegetables, zoo keepers would have fed them with fish.",CW,N
"If cats had been interested in vegetables, zoo keepers might have fed them with fish.",CW,N
"If cats had been interested in vegetables, zoo keepers would have fed them with burgers.",CW,N
"If cats had been interested in vegetables, zoo keepers might have fed them with burgers.",CW,N
"If cats had been interested in vegetables, families would have fed them with meat.",CW,N
"If cats had been interested in vegetables, families might have fed them with meat.",CW,N
"If cats had been interested in vegetables, families would have fed them with chicken.",CW,N
"If cats had been interested in vegetables, families might have fed them with chicken.",CW,N
"If cats had been interested in vegetables, families would have fed them with beef.",CW,N
"If cats had been interested in vegetables, families might have fed them with beef.",CW,N
"If cats had been interested in vegetables, families would have fed them with fish.",CW,N
"If cats had been interested in vegetables, families might have fed them with fish.",CW,N
"If cats had been interested in vegetables, families would have fed them with burgers.",CW,N
"If cats had been interested in vegetables, families might have fed them with burgers.",CW,N
"If cats had been interested in vegetables, their mothers would have fed them with meat.",CW,N
"If cats had been interested in vegetables, their mothers might have fed them with meat.",CW,N
"If cats had been interested in vegetables, their mothers would have fed them with chicken.",CW,N
"If cats had been interested in vegetables, their mothers might have fed them with chicken.",CW,N
"If cats had been interested in vegetables, their mothers would have fed them with beef.",CW,N
"If cats had been interested in vegetables, their mothers might have fed them with beef.",CW,N
"If cats had been interested in vegetables, their mothers would have fed them with fish.",CW,N
"If cats had been interested in vegetables, their mothers might have fed them with fish.",CW,N
"If cats had been interested in vegetables, their mothers would have fed them with burgers.",CW,N
"If cats had been interested in vegetables, their mothers might have fed them with burgers.",CW,N
"If cats had been interested in vegetables, breeders would have fed them with meat.",CW,N
"If cats had been interested in vegetables, breeders might have fed them with meat.",CW,N
"If cats had been interested in vegetables, breeders would have fed them with chicken.",CW,N
"If cats had been interested in vegetables, breeders might have fed them with chicken.",CW,N
"If cats had been interested in vegetables, breeders would have fed them with beef.",CW,N
"If cats had been interested in vegetables, breeders might have fed them with beef.",CW,N
"If cats had been interested in vegetables, breeders would have fed them with fish.",CW,N
"If cats had been interested in vegetables, breeders might have fed them with fish.",CW,N
